id,text,label
32638," @Kadalai Muthu  எவர் தவறு செய்தாலும் அதை கூற வேண்டும் உங்களுக்கு பிடிக்கும் என்பதால் கூறாமல் இருக்க முடியாது, நீங்கள் சொல்வதால் நான் case file panni வெற்றிபெற முடியாது நடைமுறை சாத்தியமற்ற பேச்சை நீங்கள் வைக்கிறீர்கள் இல்லை அவர் தூயவர் என்று கூறினால் அரசியல் வாதிகள் எல்லோரையும் சொத்து கணக்கை காட்ட சொல்லுங்கள் பிறகு கூறுங்கள் இங்கு அவிழ்க்க முடியாத முடிச்சுகள் உண்டு அதனால் எதிர்த்து பேசாமல் இருக்க முடியாது",Negative
32640,என்ன உன்மை சொல்ல வேண்டும்,Negative
32642,அட சீமான் கேட்ட கதையல்ல இது.,Negative
32643,Apparam een pakura,Negative
32644,"நியூஸ் 7/2 காசு குடுத்த 
காட்டியும் குடுப்பன் ............",Positive
32645,தமிழகத்தில் தீமையின் தொடக்கப்புள்ளி....   தமிழக அரசியலின் தீய சக்தி..  ....  தெலுங்கன் கருணாநிதி.,Negative
32646,தமிழின துரோகி மு.கருணாநிதி,Positive
32647,அறிவுடையோருக்கு மட்டுமே புரியும் கலைஞர் அருமை. சுய சிந்தனை இல்லாத முட்டாள்களுக்கு தெரிய வாய்ப்பில்லை,Negative
32648,இவன் ஒரு பிராடு. ஊரை அடிச்சு உலையில் போட்டு குடும்பம் வளர்த்த திருடன்.,Positive
32650,வெல்க கலைஞரின் புகழ்,Negative
32651,தமிழ் இனம் அழிய காரணமாக இருந்தவர் கருணாநிதி,Negative
32652,"வாழ்க முத்தமிழ் அறிஞர் டாக்டர் கலைஞர் ஐயா அவர்களின் புகழ். தமிழ் மொழிக்கு செம்மொழி அந்தஸ்தை பெற்றுக் கொடுத்த தமிழ்தாயின் மூத்தமகன் முத்தமிழ் அறிஞர் கலைஞர் ஐயா அவர்கள். இவர் ஒரு சாகப்தம், இவருக்கு இணையாக இதுவரை யாரும் பிறந்ததில்லை இனிமேலும் யாரும் பிறக்கபோவதுமில்லை.",Negative
32653,Thalalivan ♥️,Negative
32654,"கக்கன், காமராஜரை தோற்கடிச்சிதன் முலம் தமிழ்நாட்டை தோற்கடிசிடிங்கபா😒",Positive
32655,Thiruttu paya kalaizhnar. Porukki thiruttu paya looted tamilnadu public properties..,Positive
32656,இந்த மாதிரி தலைவர்களுக்கு எல்லாம் நீங்க வீடியோ போட்டு சம்பாதிப்பதைவிட.... உலக பணக்கார வரிசையில் இருக்கிறவங்க... ஆனா இவரு மகன் அவருடைய சொத்து மதிப்பு மொத்தமா ஒரு கோடி தான்,Negative
32657,ஊழல் பேர்வழி இங்கிருந்து தான் தொடங்கியது,Negative
32658,"தி க - விலிருந்து பிரிந்து திமுக வை ஆரம்பித்தார் அறிஞர் அண்ணா. அவரது மறைவிற்க்கு பிறகு திராவிடர் முன்னேற்ற கழகத்தை 
 திருடர் முன்னேற்ற கழகம் என மாற்றியமைத்தார்  கலைஞர் 🤣🤣🤣🤣",Negative
32659,"குறைகள் இல்லா மனிதன் ஏது ? அவரின் தவறுகளையும் மீறி அவரின் மொழி புலமை, சொல் நயம், மாநில நல திட்டங்கள் முன்னெடுத்து செய்தது,போராட்ட குணம், அரசியல் சாணக்கியத்தனம்...இன்னும் பல - என்னை கவர்ந்த தலைவர் !",Negative
32660,துரோகி,Positive
32661,கேடு கேட்ட கதை,Positive
32662,Comment la kalaignar ah kalaikura payaluga yaar therima ? Mgr samadhi la kaadhu vecha avar watch satham tikku tikku nu kekum nambura kena koo****. Dmk ozhunga ilatha evan da nalla thalaivan india la ? Aana kalaignar aala tha namma state munnodi manilama irunthuchu. Summa aaaah ooohhh nu english la pesi oru mairum pudungatha aatchi thaanda kevalam,Positive
32663,He played a vital and an important role for the development of Tamil Nadu...,Negative
32664,Karunanidhi muthamizh vithagar illai. Avar muzhu tamil Nadu vithavar,Negative
32665,சிரிங்க சிரிங்க,Negative
32666,Unna podhaikanum andha kuzhila,Negative
32667,Are you mad,Negative
32668,"அண்ணாதுரை புற்றுநோய்-கலைஞரின் கண் புரை நோய் இப்படி எல்லாம் மக்களிடையே பீதியை உண்டாக்கியது!
பதவிக்காக எதையும் இழக்க கலைஞர் தயாராக இருந்தாராம்! அதற்காக சீரணிப்படை நிறுவி முதல்வராக தொடர்ந்தார்!
சீரணிப்படை ........?",Negative
32669,அமாவாசை குடும்பத்திடம் விடியல் தேடும் ஊழல் நரிகள் தமிழகத்தில் மட்டுமே ....,Negative
32671,Indiava vithavan modi,Negative
32673,Thiruttu rayil than karanam,Negative
32674,Vantheri  Telugan karunaa,Negative
32675,Uuuu😅😆😆🖕🐖,Positive
32676,Dai ....Nenjuku Needhi ella oru book a da,Negative
32677,"1967
1972 MGR illaina DMK jeiththu irukka mudiyathu 

1972 October la MGR a katchiya vittu veliyettrinaan intha baadu karuna",Positive
32678,MGR kaala nakki mudhalvar aanan nu podunga title a,Positive
32679,New 7 கருணாநிதி தியாகி யா இல்லை திருடனா உன் இதயம் தொட்டு சொல்,Negative
32680,தொலைநோக்கு திட்டத்தின் தலைவர் கலைஞர்,Negative
32681,"Suppar Leader  to
KALAINGAR KARUNANADHI",Negative
32682,நாவலர் நல்லவர்தான்.. ஆனால் கருணாநிதியின் அரசியலையே எதிர்கொள்ள முடியாத நாவலர் எப்படி அசுர பலம் கொண்ட டெல்லி பிராமணிய லாபியை எதிர்கொண்டிருப்பார்???? திமுக தலைமை கருணாநிதியிடம் வந்ததே தமிழ்நாட்டுக்கு சிறந்ததாக அமைந்தது. இந்த கதைகளெல்லாம் திமுகவின் உட்கட்சி விவகாரம்.,Negative
32684,Kandaro oli corana nithi...tamil naatai keduthu kuti chuvar akinna DMK,Negative
32685,Karunanidhi ORU telgun Stalin tamiln illa,Negative
32688,Kullanari karuna,Positive
32689,Kalavani paya,Positive
32690,"தமிழர் உரிமை மு.க. விட்டு கொடுக்க மாட்டாரா? அப்படி பெரியார் சொன்னாரா.
2009 ல் ஈழ படுகொலைக்கு துணை போனார்.
தூவானம்?",Positive
32691,18.26 மு.க. கோட்டுல இருக்காரு?,Negative
32692,Endha railway station la irundhu enga vandhaarnu konjam solen?,Negative
32693, @ajay sreenivasan  vanavasam book padinga,Negative
32694, @Arun Bindaas  ila neenga thaan padichingaley konjam solunga,Negative
32695, @Arun Bindaas   adhula kannadhasan thaan ezhuthirukaaru! Entha train eri? Enga vanthaaru nu andha aalu kum theriyaadhu!,Negative
32696," @Arun Bindaas  kalaingar chennai ku varapo மிக பெரிய கவிஞர். அவரோட கவிதைகள பாராட்டி அந்த கால கட்டத்திலேயே கலைஞருக்கு கார் பரிசெல்லாம் வந்திருக்கு... "" இவனெல்லாம் இவ்வளவு பெரிய ஆள் ஆய்டானேனு"" கடுப்புல கட்டி விடப்பட்ட கதைகள் தான் எல்லாம்.",Negative
32697, @ajay sreenivasan  dei loosu payalay avan thirutu Rail la thaan da yari vandhan,Positive
32698, @Hari padaiyatchi da vandheri Goltigala  adhaan da! Entha rail uh? Enga irundhu vandhaan. Adhuku kanadasan sonadha thavira vera edhaachu saatchi irukaa nu konjam solu da arivali mayir eh😂,Positive
32699, @ajay sreenivasan  bullet Train,Negative
32700, @varun pillai  oh oh!!! Avaruh pannah welfare schemes and infrastructure developments alavuku! Vera entha oru Indian state oda CM panaaaru nu kaatunga paapom! Indha aaalu matum ilanaa Tamilnadu indha alavuku munerirukaadhu,Negative
32701, @ajay sreenivasan  Thirudanuku thirudan tha theriyum adha pathi la onnum theriyadhu,Negative
32702, @ajay sreenivasan  poda devidiya paiya,Positive
32703, @Hari padaiyatchi da vandheri Goltigala  odaney 😂😂idha solidunga da! Pesarathuku thuppu ilanaaa,Positive
32704,"பார்ப்பனன் தன்னைவிடத் திறமையான எவரையும் பழிப்பதில் வெட்கப்பட மாட்டான்.உழைப்பு, அறிவு,திறமை ஒருங்கே அமைந்த உயரம்.",Negative
32705, @Sundaram  உண்மை,Negative
32706,தமிழ்நாட்டின் இவ்வளவு வளர்ச்சிக்கு காரணம் தெலுங்கர்களா முத்தமிழ் அறிஞர் கலைஞர் தெலுங்கரா,Negative
32707," @Aravind  only credit go to
 mr kamaraj",Negative
32708, @Aravind  telugu the.. Vi payan karuna,Positive
32709, @Aravind  only credit the great kamarajar,Negative
32711,தமிழ்நாட்டின் இன்றைய வளர்ச்சி நிலமைக்கு அடித்தளமிட்டது கர்மவீரர் காமராஜர் ஐயா அவர்கள். அதன் பிறகு திமுகவின் நச்சு தடவிய தேன் வார்த்தைகளில் தமிழ்நாட்டின் மாக்கள் மயங்கி தன்னிலை இழந்து ஈனப்பிறவிகளாகி திமுகவிற்கு ஓட்டளித்து கேவலமான (அடையாளம் இழந்தவன்)ஜந்துவாக மாறியவன் இன்றும் தமிழனாக மாறவில்லை.,Positive
32712, @Hari Haran  unmai sagodhara,Negative
32713, @Hari padaiyatchi da vandheri Goltigala  இன்றும் தமிழாநாட்டில் மாக்கள் அதிகமாக உள்ளனர். தமிழன் எனும் தன்மானமிக்கவன் வெகு சிலரே உள்ளனர். இந்த மாக்கள் தமிழ்நாட்டின் சாபக்கேடு.,Positive
32714, @Hari Haran  open ah maanga kotaai nu sollu bro.,Negative
32715, @Aravind  dei dravida kai kooli tamil ina dhrogi,Positive
32716,கடவுள் கலைஞர்,Negative
32717, @muni rathinam  apo mgr. Jayalitha amma. Kamarajar lam?,Negative
32718, @K T T P  mgr thanda kalla ponadatti vachurutha jayalaithava,Positive
32719, @TN E-BULL JET  loosa nee eppadi kamarajarkku pogum kaliner tha,Negative
32720, @muni rathinam  கருணாநிதி செந்தாமரை பொண்டாட்டிய ஆட்டைய போட்டத மறந்திட்டியாடா 200 ஊபி,Positive
32721, @K T T P  nee unoda familya oluga pathuko aprem mathavagala pathi peasulam ok,Negative
32722, @K T T P  simply waste poda dae,Negative
32723,"1953 ல MGR கட்சியில் சேர்ந்தாரு, Dmk 1967 ல தான் ஆட்சியை பிடித்தது",Negative
32724, @Navalan A  1958 Nadodi mannan movie ku piragu Mgr famous aaguraaru,Negative
32725, @Arun Bindaas  பிறகு ஏன் 1962 தேர்தலில் பேரறிஞர் அண்ணா தோற்று போனாரு...,Negative
32726, @Navalan A   first term la kamarajar nallathu pannaru....innonu medai la Anna en vazhikaatti...kamarajar en thalaivar nu MGR olarittaaru.....Atha appave karuna issue aakkinaan,Negative
32727,"Loose mgr yee dmk va vitu thoorathi   
Than cm annar",Negative
32728,Case not proved. Convicts got acquitted.,Negative
32729, @Tom Michael  athan arasiyal athigaaram,Negative
32730, @Prem Kumar  got released during BJP's rule. Andha arasiyal adhigaratha use panni avanga prove pannirukalame. En pannala? 2g case pota Vinod Rai en press a meet panna ok solla matukaru? A.Raja vinod rai kuda live debate ku ready a irukaru. Thappu panna andha dhairiyam Varuma?,Negative
32733, @R Thiruchelvan  stats don't lie.,Negative
32736, @Ezhilarasu Mathusoodana Perumal  eama thaiya nan eanga appa ealla Karnataka pirandhan annual nagal Kannada illa tamiln tha daksna moorthi sary Karunanidhi appa oru Andhra Pradesh madam nalla paruga nega Tamil nattula vandhava ponavala CM aguga naga iga oru councilr kuda aga vidamataga nandri,Negative
32737, @Ezhilarasu Mathusoodana Perumal  nenga Tamil Telugu solluga tamiln yarunu tamilnuku tharyum,Negative
32740,இவன் தமிழின துரோகி,Positive
32741,முழுத் திருட்டுப் பய  அவனும் சரித்திரத்தில இடம்  பிடித்து விட்டான்   அதற்க்கு நானும் ஒரு வகையில் உடந்தையாக இருந்து விட்டேன்  இன்று அந்த தவறை உணர்கிறேன்,Negative
32742,கோவில் சொத்துகளையும் பொது சொத்துகளையும் ஆட்டைய போட பிறந்த எங்கள் ஊழல் இன தலைவன் வாழ்க.,Positive
32743,தலைவர் தலைவர்தான்,Negative
32744,கட்டுமரம் கபோதி ஆன கதை,Negative
32745,கருணாநிதியின் மறுபக்கம் தமிழின துரோகி,Positive
32746,Ni mudu,Negative
32748,"உண்மை,தமிழக வளர்ச்சி கருணாநிதி",Negative
32749,தூ,Positive
32750,Sirandha ezhuthaalar. Unmai,Negative
32751,Jathi olikuren nu soli tha vote vangunaru,Negative
32752,Tamilan nu soli yamathi Anga,Negative
32753,Dhravidam na Tamil Nadu illa,Negative
32755,கருணாநிதி அளவிற்கு ஸ்டாலின் அரசியல் ஞானம் இல்லை,Negative
32757,Ne oru ampalaya irunthal me sonnatha nirubithu kattuda,Negative
32758, @Vinoth Saran  dei biriyanike boxing pottavanga neenga  neeye poi kandu piduchika da,Negative
32760,ne mududa padu,Positive
32761, @Antony arun  upis kadharals,Negative
32762,Tamilnadu irunda kadhai😁😁,Negative
32763,Yenna drogam pannare,Negative
32764, @Alex Alex  bro avar tamilan kidaiyathunu solranga unmaiya?,Negative
32765, @anu laxmi  yes avar thelungu naidu,Negative
32766,😆😆😆😆😆👎👎👎🤮,Negative
32767, @Makkal thilagam Mgr  உண்மைகளை கண்டு சிரிப்பீரா,Negative
32768,ஆமா இவரு Archaeology & History ல Ph.D படிச்ச மாதிரி பேசாதிங்கடா 🤣🤣🤣,Negative
32769, @Navalan A  nee padicha Mari peisatha,Negative
32770, @Prithiviraj peiriyalagan  சார் என்ன JNU ல படிச்சீங்களா.. சீமான் சொல்றத எல்லாம் இங்க தூக்கிட்டு வராதீங்க 🙏🙏,Negative
32771, @Navalan A  dravidam unnaku yeppo da tamil aachu😂😂😂😂,Negative
32772,"Ha ha ha 
Bro in 2021",Negative
32776,KARUNANIDHI ORU  PAKKA THIRUTAN,Positive
32777,திருட்டு திராவிடன் கருணாநிதி,Positive
32778,சாணக்கியன் கருணாநிதி,Negative
32779,Anyone can't replace this man... legend,Negative
32781,Ivar poranthappovea nanum poranthiruntha innaiku en fmlyum innaiku innaiku periya kodishavarana akiruppen,Negative
32786,கறுநாநிதி கறு நாகம்,Negative
32787,திருட்டு திமுக காங்கிரஸ்,Negative
32788,தமிழினத்தின் மிக பெரிய போராளி...,Negative
32789,"News 7 ஒன்னுத்துக்கும் உதவாத கலைஞர் முதலமைச்சர் ஆனது போறீங்க.. அய்யா நல்லக்கண்ணு, கக்கன் என் வாழ்க்கை வரலாறு போடுங்கடா அப்பதான் உங்களுக்கு புண்ணியமா போகும் அதை விட்டுட்டு மம்தா பானர்ஜி தமிழ்நாட்டுக்கு தேவ இல்லாதவன் வரலாறும் போறீங்க சிகரம் அய்யா நல்லகண்ணு வரலாறு பதிவு செய்தால் நல்லா இருக்கும்...",Negative
32793,"Yes,no one can loot people's money like him",Negative
32794,தமிழர்களை அழிக்க வந்தவன்.,Positive
32796,தமிழ்நாட்டை அமாவாசை ஆக்கிய அமாவாசை மு.கருணாநிதி.,Positive
32798,Kalaingar is telugu,Negative
32799,Thirutu payan,Positive
32801,Karunaanudhi Mela evolo vimarsangal vanthuruku...apo avolokulla avaru Tamilnadu politics kadaisi varaikum king ah irunthurukaaru,Negative
32802,இது திருட்டு திராவிடர் கதை....,Positive
32803,"Deavediya payalugala
Ithu kathai endralla
Ungootha 
Ramayanam
Kamparamayanam
Unmaiyaa poota paadugalaa
Deavediya payalugalaa
Kaasukuga pee thingum panikalla",Positive
32805,தந்திர நரி கருணாநிதி,Positive
32808,இவரு ஒரு தமிழ் நாட்டிற்கு தலை வலி,Negative
32809,"போய் சாவுடா ,நான்கல் கருணாநிதி வழி செல்வொம், vazhika கருணாநிதி,mellom saavu vilum,,,",Positive
32810,கலைஞர் முதல்வரானது முதல் தமிழகம் நசாமாய் போனது.  அப்போது பெரும் தலைவர் காமராஜ் அவர்களை இழந்து விட்டோம். இது நாடு அறிந்த உண்மை. திருட்டு திராவிடம்.திருட்டு கம்யூனிஸ்டுகள்.,Positive
32811,"176,000,000,000........   Kodi spectrum dravidar munnetra kazagam vaazga vaazga vae",Negative
32812,த்தூ,Positive
32813,"Froud paya kamarajaer, kakkan, jeevanatham, Abdulkalam evnga kal thusu kuda samo illa Eva froud paya orela vepati Thu prombokku",Positive
32814,நீதி அரசர் சர்க்காரியாவிடம் பட்டம் பெற்றவர்,Negative
32815,"Very strong Person in India
 இனி எவர்ராழும் நிரப்ப முடியாத ஒரு தணிதன்மை உடைய இடத்தை அவர் மட்டும் நிரப்பிவிட்டு சொன்றுவிட்டார்",Negative
32817,Poda poolu,Positive
32818,King எல்லாம் ஒண்ணும் கிடையாது மொத்த தமிழ்நாடும் ஜாதி வெறி ஆ மாத்தி use pannikita அவ்வளவு தான்,Negative
32819, @Sahana Dhruv Bhagath  aama bro ivanunga la puriyama irukanga,Negative
32822,மு.கருணாநிதி என்றஅமாவாசை யால் மட்டுமே அமாவாசை ஆக்க முடியும்.,Positive
32823,மாட்டிக்கொள்ளாமல் ஊழல் செய்வது எப்படி .. கட்டுமரத்திடம் கற்றுக்கொள்ளுங்கள்,Negative
32824,விச விச விசம்ம்ம்.....,Negative
32825,இவனுக்கு படம் ஒரு கேடா,Negative
32826,ஒப்பற்ற ஊழல் இன தலைவன். இறந்த பின்பும் திருட்டுதனம் செய்து மெரினாவில் இடம் பெற்றவர்.(டிராபிக் ராமசாமி கேஸ் வாபஸ் விவகாரம்),Positive
32827,வட மாவட்டத்தில் யாதவர் களை பழிவாங்கிய திமுக,Negative
32828,இந்தியா வில் யாதவர் வளர்ச்சி அதிகம் ஆனால் தமிழ்நாட்டில் மட்டுமே யாதவர் களின் வளர்ச்சி அடையாமல் பார்த்து கொண்ட தலைவர்,Positive
32833,Mr karunanidhi is great!!!!!!,Negative
32834,Thirudan,Positive
32836,"எம்ஜிஆர் காலில் விழுந்து முதல்வர் ஆனார் கருணாநிதி அவரின் திருட்டு முகத்தை தமிழ் மக்கள் மறக்கவே மாட்டார்கள் எம்ஜிஆர் நேரடியாக அரசியலுக்கு வந்ததும் கருணாநிதியை மக்கள் புறக்கணித்தனர் அன்று முதல் கருணாநிதியால் மீண்டும் ஆட்சிக்கு வரவே முடியாமல் போனது. எம்ஜிஆர் மறைந்ததும், 1989அதிமுக இரு அணியாக பிரிந்த சமயம் அந்த வைப்பில் முதல்வர் ஆனார். 

ஆனாலும் ஒன்றரை ஆண்டுக்குள் ஆட்சி கலைக்க பட்டது. பின் 1991 ஜெயலலிதாவிடம் தோற்றார். 1996ல் ரஜினி தயவால் மீண்டும் முதல்வர் ஆனார். ஆனால் அதற்கு அடுத்த 2001 தேர்தலில் ரஜினி ஆதரவு கிடைக்காததால் கருணாநிதி திமுக தோல்வி அடைந்தது. பின் 2006 விஜயகாந்த் தனி கட்சி துவங்கி ஓட்டை பிரித்தால் மஜுரிட்டி இல்லாத அரசவை அமைத்தார் . 
அதன் பின் சாகும் வரை கருணாநிதியால் முதல்வர் அகா முடியவில்லை.

முதலில் எம்ஜிஆர் உதவி 
பின் அதிமுக பிரிவு 
பின் ரஜினி உதவி 
அதன் பின் விஜயகாந்த் வரவு
 போன்ற காரணங்களால் மட்டுமே கருணாதி முதல்வர் அகா முடிந்தது. என்றுமே மக்கள் அவரை ஆதரித்ததில்லை சூழ்நிலையை பயன்படுத்தி முதல்வர் ஆனது கருணாநிதியின் அதிர்ஷ்டமே",Negative
32837,எம்ஜியார் இல்லையான திமுக வெற்றிபெற்று இருக்காது,Negative
32838,2016 elections la dmk cm candidate nu yaarum official aa announce panala,Negative
32839,தவறான பதிவு. எம்ஜிஆர் அவர்கள் தனது சத்யா படப்பிடிப்பு நிலையத்தில் திமுக சட்டமன்ற உறுப்பிர்கள் கூட்டத்தை கூட்டி தனது நண்பர் கலைஞர் அவர்களுக்கு ஆதரவு திரட்டி முதல்வராக்கினார்.,Negative
32840,இப்படி பேசிபேசியே நாட்டையும் வீட்டையும் கெடுத்தனர்,Negative
32842,"கருணாநிதியும் சொன்னானன்று
வெழுத்தது பாலிலை
யெண்றேதான்",Negative
32845, @Navalan A  FIR aa? Committee ee iruku Boss,Negative
32846," @Bala Murugan  Sarkaria committee ஓட result என்ன ஊழல் நடந்த மாதிரியும் இருக்கு, ஊழல் நடக்காத மாதிரியும் இருக்கு 🤣அவ்ளோ தான் அந்த report.... எதுக்கு வேண்டுமானாலும் comittee போடலாம் but அதோட end result என்னாச்சு...",Negative
32847," @Navalan A  Result aa ? , கூட்டணி (கூட்டி) கொடுத்து ஒரே மூடா மூடிட்டாங்க Boss",Negative
32849, @Navalan A  Thambi 1980-84 Indra Gandhi Government Pa . Go and Study History and Give Certificate Pa,Negative
32850,"""நேருவின் மகளே வருக நிலையான ஆட்சி தருக"" இந்த சுலோகம் னா முரட்டு உபிக்கு புரியாது நண்பரே",Negative
32851," @Bala Murugan  last election 1980, Dmk came out of congress alliance after 1982 president election....",Negative
32852, @Bala Murugan  1980 slogan adhu,Negative
32855,ஆமா உங்களுக்கு ஒரு அமைச்சர் பதவி கூட 2016 இல் ஜெயலலிதா கொடுக்கல 🤣🤣🤣,Negative
32856,Poda,Negative
32863,மிகவும் சரி,Negative
32865,உண்மை,Negative
32867,சிறந்த தலைவர்  காமராஜர்,Negative
32871,கருணாநிதி தமிழன் இல்லை  திராவிடம் தமிழர்களுக்கு எதிரானவை,Negative
32872,"Tamilnatu best leaders kamarajar and karunanithi ச மூ க  நீ தி,கி ரா ம பு ர  மற்றும் நகர்ப்புற வ ள  ர் ச் சி, பட்டினி இல்லா தமிழகம்,இடஒதிக்கீடு,ஏழை எழி  யோர் கல்விவளர்ச்சி,  அனைத்து    ஜாதியினரும் அர்ச்சர்கர் ஆகலாம்,  சமத்துவபுரம் இன்னும் என்னற்ற",Negative
32873,"மிக சாதாரண நபராக இருந்து ஒரு சிறுவன் 70 வருடகால அரசியல் வாழ்க்கை , தனி தோல்வி இல்லாத நபராக பல சாதனை படைத்த மிகத்தான் தலைவர் . இவரை நன்கு அறிந்தது அவரின் இறப்புக்கு பின் தான் .",Negative
32879,kalaignar valga,Negative
32880,3 pondati 30 pillagal 300 perapilla kankil vandhadu ! 400 +300 kankil varathavi,Positive
32881,"தெலுங்கு நாய் அவன் ஞாபகம் இருக்கா
ஆந்திராவில் 20 அப்பாவி தமிழர்களை சுட்டுக் கொன்றார்கள் இந்த நாய் எதனா கேட்டானா காரணம் தெலுங்கு நாய் அவன்.",Positive
32884,man of mass,Negative
32886,Kalaignar mattumay tamilnattin nalla thalaivar....,Negative
32889,Dai poda looseu,Negative
32892, @Aravind  Singapore pola irukkanum,Negative
32893,"If everyone follows him , then it will be difficult to control the population.",Negative
32895, @Praveen Kumar  ennada soeldra 🤔🤔,Negative
32898,காங்கிரஸ் செய்த மிக மிக பெரிய தவறு மொழி திணிப்பு.... தென் இந்தியாவில் மிகப்பெரிய பின்னடைவு!!...,Negative
32903,Nambikkai thoragathin moolam muthal varana sagooni,Negative
32904,Police ah anna thandhaaru nu first sollitu last la tharalanu soldringa confusion aaitinga pola,Negative
32906,"காமராஜர் தோற்கடித்ததன்
பலனை அனுபவிக்கிறோம்",Negative
32910,RIP ayya,Negative
32914,kallan,Negative
32917,அதனால் நஷ்டம் தமிழகத்துக்கே!,Negative
32918," @ஞானபுதையல்#Gnanaputhaiyal  Up ,Bihar,Rajasthan,gujarat and jharkhand hindi than still kevalamana States Hindu Kena",Negative
32919," @ஞானபுதையல்#Gnanaputhaiyal  இந்தி தெரிந்த, ஏற்றுக்கொண்ட   மாநிலங்களின் வளர்ச்சி ஒப்பிட்டு பார்த்தால் தெரியும் உங்கள் கருத்தின் தோல்வியை....",Negative
32923,Karla Varmani kalai,Negative
32924,கருணாநிதி தான்,Negative
32925,Aataya podurathula thana😂😂😂,Negative
32928,Prakash Prakash அய்யா வரலாறு தெரியுமா,Negative
32929, @Abraham Alfones  theriyum da oasi soru,Negative
32930,"கடைசி தலையும் காணாமல் போனது 
மரணமே உன்னை மரணிக்க வைப்பேன்....
காத்திரு",Negative
32932,RIP,Negative
32933,Vandarai vazhavaikkum Tamizhagam Hence Telugu Karunanidhi could make it big.,Negative
32935,18:45 to 19:03 thats the turning point Thamizhargale.......,Negative
32938,"That's not story, that's history. Please change title .",Negative
32942,Pothum sir neengalu unga family saptathu....we need correct person .. pls stop to support those guys..,Negative
32945,Karunanidi mudalvar aanna kathai Alla thirudan aana Kathi ennru sollaum😀😁😀😀😁😀😀😁😁,Negative
32958,Daai ini un channel aa pakkave maatan da,Negative
32959,Iru da unsubscribe panitu varan un channel a.,Negative
32964, @Karthik Raja  ஒருவர் unsubscribe பன்னா ஆயிரம் உடன்பிறப்புகள் subscribe செய்வோம்,Negative
32971,Sema thalaiva,Negative
32972,"Kalaigar enaku pidikkathu
Irunthalum pray pandren",Negative
32974,"ஆனாலும்
எந்த தலைவனுக்கும்
இல்லாத எதிர்மறையான
விமர்சனங்கள் கலைஞருக்கு
மட்டும் எப்படி வந்தது.?",Negative
32977,Tamil throgi,Negative
32978,வாழ்க கலைஞர்,Negative
32980,ரொம்ப நாள இந்த விக்கட்டு மட்டும் விழமாட்டேங்குது 🤔,Positive
32981,karunanithi avar oru varalaru,Negative
32984,thalaivara thappa pesuna veramathuri nadakum ok valga thalaivar,Negative
32988,"திருக்குவழயின்""திருடன்""கருணாநீதீ",Positive
32989,அருமை நன்றி நீயூஸ் 7,Negative
32990,தமிழின சாபம்..  இவன்..,Positive
32992,ஏனெனில் யாரும் இவரைப்போல குடும்ப அரசியல் மற்றும் ஊழல் செய்ய வில்லை,Positive
32994,Rishi Dhev ne saaavu na vandu kondadru...,Negative
32995,Nee savura naal...oru pundayu Ila ne irdnha ena setha ena,Positive
32997,Omma pundaiya devidiya magane evar illai endral sudhira sadhi naikaluku arusu pathavi kidaikumada arya vappadi magane,Positive
33002,Tamilnathin vidi velli Kalaignar.,Negative
33003,Thalaivar Dr. Kalainger..........you are the evergreen.....Diravida thalaivar,Negative
33006,"அன்பில் தர்மலிங்க தேவர்.
மிகப்பெரிய பாரம்பரியமிக்க விவசாய பணக்காரர்.
அவருக்கு பல வேலைகளை செய்தே.
கருணாநிதி இந்த அளவுக்கு வந்தார்.",Negative
33008,நாடு நாசமாய் போக ஆரம்பமான நாள் கருணாநிதி ஆட்சிக்கு வந்த நாள்.,Negative
33009,கருணாநிதி பல திருட்டுத்தனங்கள் செய்தே முதல்வரானார்.,Negative
33010,"காமராஜ் எம் ஆர் ராதாவை தூண்டிவிட்டு நான் இருக்கிறேன்.
எம்ஜிஆரை சுட்டு தீர்த்துக்கட்டு.
என பதவி வெறியின் உச்சத்தில் கேவலமாக இருந்தார்.",Positive
33012,"பார்வர்டு பிளாக்கின் மூக்கையாதேவரின் ஆதரவாள் மட்டுமே திமுக ஆட்சியை பிடிக்க முடிந்தது.
கொடுங்கோலன் காமராஜ் மண்ணைக்கவ்வினார்.",Positive
33014,"நயம்பட பேசியவர்
நயவஞ்சகத்தீயின் பிறப்பிடம் தலைவர் மு.க
பி.எம்.புலிபழனிவேல் பாமக-காரன் திட்டக்குடி-புலிவலம்",Positive
33015,Ada che,Negative
33017,தமிழகத்தின் தவறான தலைவர்களில் ஒருவர்,Positive
33025,Niga sir,Negative
33029,Oombu,Positive
33030,"Anna,mgr,amma evargalukellam kidaikathe our Peyear karunanidhi ku Mattum than kidaithathu [ muthtamile ] 🥰🥰",Negative
33031,மிகவும் அருமையான பதிவு.,Negative
33033,periya   kalavane   pundada   intha   karunanethe   thevedeya   mavan,Positive
33034,thevdiya paiyan karunanithi,Positive
33035,செந்தாமரை மனைவி,Negative
33037,மொழி தீவிரவாதி கருணாநிதி 😂😂😂😂 த்தா கலைஞர்டா.,Positive
33038,"Krishnar illana pandavar illai
Mgr illaina dmk illa",Negative
33041,Kallanaai 🐕🐕🐕🐕karunanithi,Positive
33043,Thalaivar kalaignar than,Negative
33044,அப்படியே அவரது ஊழல்களையும் சொல்லியிருக்கலாம்,Negative
